addr_street,addr_number,addr_building,addr_letter,addr_district,comm_type,comm_num,comm_room_num,data_series,data_buildingdate,data_reconstructiondate,data_buildingarea,data_livingarea,data_nonolivingarea,data_stairs,data_storeys,data_residents,data_mansardarea,eng_heatingcentral,eng_heatingauto,eng_heatingfire,eng_hotwater,eng_hotwatergas,eng_hotwaterwood,eng_electro,eng_gascentral,eng_gasnoncentral,eng_refusechute,flat_type,flat_num,flat_room_num,internal_num,lift_exploitfromdate,lift_reconstructiondate,lift_repairdate,outclean_all,param_crdate,param_ukname,param_failure,repair_year,repair_job,rfc_shaftcount,roof_metalarea,seng_liftcount,seng_pzu,special_basementarea,number,address,coordinates
Серебряков пер.,5/36,,А,Приморский,,,,Индивидуальный,1950,,637.9,522.2,76.3,8,2,15,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","1, 3, 3","1, 6, 9",,,,,1236.0,13.04.2009,"ООО ""Жилкомсервис  №2 Приморского района""",0.0,,,,380.0,,,212.0,10110,"г.Санкт-Петербург, Серебряков переулок, дом 5/36, литера А","59.984942487,30.270694037"
"г. Пушкин, Гуммолосары, Анциферовская ул.",3,1,А,Пушкинский,,,,,2015,,459.5,459.5,0.0,0,2,5,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","0, 0, 4","0, 0, 12",,,,,,,"ООО ""Куб-Строй СПб""",0.0,,,,,,,,10111,"Санкт-Петербург, город Пушкин, территория Гуммолосары, Анциферовская улица, дом 3, корпус 1, литера А","59.688245262,30.413555584"
2-й Муринский пр.,8,1,А,Выборгский,,,,1-528-КП,1964,,5608.32,4770.66,292.4,6,5,232,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","46, 27, 39","46, 54, 117",3,,,,6466.0,14.12.2009,"ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",0.0,2006; 2006,Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш,,,,6,1081.7,10112,"г.Санкт-Петербург, 2-й Муринский проспект, дом 8, корпус 1, литера А","60.003809756,30.333210042"
Непокоренных пр.,16,1,Д ,Калининский,,,,индивидуальный,1987,,9875.2,7266.7,880.0,4,10,412,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","11, 71, 49, 3","11, 142, 147, 12",,1987 г.,,,2172.3,13.11.2013,ЖСК-1246,0.0,,,4,,8,4,1515.6,10113,"г.Санкт-Петербург, проспект Непокорённых, дом 16, корпус 1, литера Д","59.996267925,30.384618135"
Луначарского пр.,108,2,А,Калининский,,,,ЛГ 600А-8,1977,,3136.75,2796.93,,1,12,153,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 3 комн.","48, 24","48, 72",,1977,,,1201.0,10.02.2012,ООО «Жилкомсервис № 1 Калининского района»,0.0,2005; 2005; 2005; 2007; 2008; 2012; 2012; 2012; 2012,Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы холодного водоснабжения. Ремонт или замена системы горячего водоснабжения.; Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Расходы на изготовление проектно-сметной документации; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения,1,,2,1,341.0,10114,"г.Санкт-Петербург, проспект Луначарского, дом 108, корпус 2, литера А","60.025047523,30.417689035"
Кржижановского ул.,17,2,А,Невский,,,,602(1-ЛГ-602),1980,,18776.8,17482.8,,9,9,743,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","54, 159, 114, 3","54, 318, 342, 12",,,"№ 011453Б, 011454Б, 011455Б, 011456Б, 011457Б, 011458Б, 011459Б, 011460Б, 011461Б - 2010 г.",,,31.10.2013,ЖСК № 1062,0.0,2005; 2007; 2008; 2010; 2010; 2010,Ремонт или замена системы электроснабжения; Ремонт и восстановление озеленения; Герметизация горизонтальных и вертикальных стыков стеновых панелей; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления,9,,9,9,2283.2,10115,"г.Санкт-Петербург, улица Кржижановского, дом 17, корпус 2, литера А","59.928764062,30.482336191"
"г. Пушкин, Глинки ул.",22,,А,Пушкинский,,,,Индивидуальный,1917,1987,408.7,336.7,,2,2,9,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 7 комн.","2, 1, 1","4, 3, 7",,,,,,14.12.2009,"ООО"" Жилкомсервис № 1 Пушкинского района""",0.0,2006; 2012; 2012,Ремонт фасадов без утепления; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения,,331.0,,2,167.0,10116,"Санкт-Петербург, город Пушкин, улица Глинки, дом 22, литера А","59.715696094,30.429813583"
"г. Пушкин, Ленинградская ул.",22,,А,Пушкинский,,,,1-528 КП-21 э,1960,,1037.9,945.9,,2,3,34,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","12, 6, 6","12, 12, 18",,,,,53.0,02.02.2011,"ООО ""Жилкомсервис № 2 Пушкинского района""",0.0,2004; 2007; 2007,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения; Ремонт фасадов без утепления,,557.0,,2,338.5,10117,"Санкт-Петербург, город Пушкин, Ленинградская улица, дом 22, литера А","59.727459674,30.414290981"
Римского-Корсакова пр.,24,,А,Адмиралтейский,,,,Инд.,1902,,3419.2,1263.9,1867.8,3,3,2,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.","3, 5, 4, 1, 1, 1, 2","3, 10, 12, 4, 5, 6, 14",8,,,,97.0,,"ООО ""Жилкомсервис № 1 Адмиралтейского района""",0.0,,,,,,,,10118,"г.Санкт-Петербург, проспект Римского-Корсакова, дом 24, литера А","59.921864976,30.292142881"
Витебский пр.,23,5,А,Московский,,,,1-ЛГ-507-6,1964,,5986.5,5415.0,46.0,6,5,224,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","11, 86, 19, 2","11, 172, 57, 8",,,,,5241.0,21.10.2013,"ЖСК ""Сила""",0.0,2001; 2008; 2009,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения,,,0.0,6,1088.0,10119,"г.Санкт-Петербург, Витебский проспект, дом 23, корпус 5, литера А","59.862644556,30.353628413"
"г. Пушкин, Оранжерейная ул.",51а,,А,Пушкинский,,,,,1938,"1988, 2017",6898.0,5072.0,0.0,8,5,,,0.0,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 5 комн.","25, 46, 10, 1","25, 92, 30, 5",,,,,,,,0.0,,,,,4,,,10120,"Санкт-Петербург, город Пушкин, Оранжерейная улица, дом 51а, строение 1","59.724389485,30.41682613"
"пос. Песочный, квартал 11-й",191,,А,Курортный,,,,,1952,,108.08,108.08,,2,1,5,,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1,0.0,3 комн.,2,6,,,,,,31.10.2013,"ООО ""РСУ ""РЕГИОН""",0.0,2016,Ремонт конструкций и замена покрытий крыш,,,0.0,,,10121,"Санкт-Петербург, посёлок Песочный, квартал 11-й, дом 191, литера А","60.124617615,30.169774922"
Стачек пр.,107,3,А,Кировский,,,,1 ЛГ-600,1976,,6723.34,5876.24,15.7,3,9,283,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","18, 27, 54, 9","18, 54, 162, 36",0.0,1976 г. - 3 шт.,,"05033Б, 05034Б, 05035Б - 2011 г.",4815.0,31.10.2013,ЖСК № 907,0.0,2003; 2006; 2011,Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов,3,,3,,843.0,10122,"г.Санкт-Петербург, проспект Стачек, дом 107, корпус 3, литера А","59.855020237,30.236929255"
Ольги Форш ул.,13,,А,Калининский,,,,1-ЛГ 600,1972,,14508.0,12920.8,,7,9,690,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","35, 90, 125, 1","35, 180, 375, 4",,2012,2012 - 7 шт.,,2578.0,27.12.2012,ЖСК-680,0.0,,,7,,7,7,1850.0,10123,"г.Санкт-Петербург, улица Ольги Форш, дом 13, литера А","60.040052654,30.391415612"
Шателена ул.,2,1,П,Выборгский,,,,1-528-КП-99,1965,,2737.14,2523.14,,3,5,124,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","10, 45, 5","10, 90, 15",,,,,1489.0,19.10.2010,"ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",0.0,2005; 2012,Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш,,861.0,,3,533.2,10124,"г.Санкт-Петербург, улица Шателена, дом 2, корпус 1, литера П","60.001558817,30.364350185"
"г. Ломоносов, Красноармейская ул.",10,,А,Петродворцовый,,,,1-247с,1962,,1045.4,972.4,,2,3,43,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","11, 8, 5","11, 16, 15",,,,,771.4,08.02.2013,"ООО ""ЖКС г. Ломоносова""",0.0,2008; 2008; 2008; 2008; 2010; 2010,"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения",,577.0,,,,10125,"Санкт-Петербург, город Ломоносов, Красноармейская улица, дом 10, литера А","59.90833194,29.773228803"
Народного Ополчения пр.,247,1,А,Красносельский,,,,Индивидуальный,1961,,1612.6,1444.2,29.4,3,3,89,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","14, 9, 12","14, 18, 36",1,,,,2537.0,16.03.2010,"ООО ""Жилкомсервис № 1 Красносельского района""",0.0,2001; 2006,Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории,,819.0,,3,505.0,10126,"г.Санкт-Петербург, проспект Народного Ополчения, дом 247, корпус 1, литера А","59.826007806,30.145607793"
Некрасова ул.,22,,А,Центральный,,,,Индивидуальный,1840,1990,1201.9,768.9,279.0,1,4,28,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","6, 2, 3","6, 4, 9",3,,,,447.0,21.10.2013,"ООО ""Жилкомсервис № 1 Центрального района""",0.0,,,,476.0,,1,,10127,"г.Санкт-Петербург, улица Некрасова, дом 22, литера А","59.938982285,30.356199886"
2-я Жерновская ул.,23,,А,Красногвардейский,,,,,2007,,11173.4,9243.5,820.9,5,7,255,,1,0.0,0.0,1,0.0,0.0,1,0.0,1,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.","131, 22, 2, 3, 0, 1","131, 44, 6, 12, 0, 6",,043863-2008 г.,,,,31.10.2013,"ООО ""УК ""ДМ""",0.0,,,,3861.8,1,,,10128,"г.Санкт-Петербург, 2-я Жерновская улица, дом 23, литера А","59.966093507,30.491860042"
"г. Пушкин, Саперная ул.",4,,А,Пушкинский,,,,Индивидуальный,1958,,2189.16,2007.16,,3,4,70,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","20, 12, 16","20, 24, 48",,,,,503.0,05.03.2009,"ООО ""Жилкомсервис № 1 Пушкинского района""",0.0,2007; 2007; 2007,Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш,,860.0,,3,527.0,10129,"Санкт-Петербург, город Пушкин, Сапёрная улица, дом 4, литера А","59.703365405,30.416721791"
Революции шоссе,23,,А,Красногвардейский,"2 комн., 3 комн.","2, 2","4, 6",1-335-30,1964,,4945.75,4530.15,,5,5,258,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","35, 23, 38","35, 46, 114",,,,,5405.0,02.02.2011,"ООО ""Жилкомсервис №1 Красногвардейского района""",0.0,2008; 2008; 2008; 2008; 2008,Ремонт конструкций и замена покрытий крыш; Ремонт трубопровода (розлива) горячего водоснабжения в подвальном помещении; Ремонт трубопровода (розлива) канализации в подвальном помещении; Ремонт трубопровода (розлива) холодного водоснабжения в подвальном помещении; Ремонт трубопровода (розлива) центрального отопления в подвальном помещении,,,,5,735.0,10130,"г.Санкт-Петербург, шоссе Революции, дом 23, литера А","59.958327483,30.425694395"
Меньшиковский пр.,1,,А,Калининский,2 комн.,1,2,1-528 КД 807,1974,,5628.5,4680.0,,1,14,223,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн.","41, 41, 14","41, 82, 42",5,1975,,,1228.0,05.03.2009,ТСЖ «Меншиковский проспект дом 1»,0.0,1997; 2003; 2005; 2007; 2008; 2011; 2011; 2011; 2012,Ремонт или восстановление внутридомовых инженерных систем; Ремонт конструкций и замена покрытий крыш; Ремонт насосных; Ремонт или восстановление ОДС; Ремонт или замена системы электроснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов,1,,2,1,85.0,10131,"г.Санкт-Петербург, Меншиковский проспект, дом 1, литера А","59.989498558,30.423875808"
Тимуровская ул.,14,,А,Калининский,"2 комн., 3 комн.","1, 3","2, 9",1ЛГ-502-В-6,1972,,4787.3,4289.6,,6,5,264,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","59, 27","118, 81",2,,,,1722.0,05.03.2009,ООО «Жилкомсервис № 1 Калининского района»,0.0,2003; 2008; 2010,Ремонт козырьков; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш,,,,6,1070.0,10132,"г.Санкт-Петербург, Тимуровская улица, дом 14, литера А","60.044889907,30.400702169"
Новочеркасский пр.,45,2,А,Красногвардейский,3 комн.,2,6,Индивидуальный,1958,,3620.06,2237.96,782.4,3,5,118,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","5, 23, 8","5, 46, 24",3,1974,,,2875.0,07.12.2008,"ООО ""Жилкомсервис  №1 Красногвардейского района""",0.0,2005; 2005; 2005; 2006; 2008; 2011,Ремонт трубопровода (розлива) канализации в подвальном помещении; Ремонт трубопровода (розлива) холодного водоснабжения в подвальном помещении; Ремонт трубопровода (розлива) центрального отопления в подвальном помещении; Ремонт фасадов без утепления; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт конструкций и замена покрытий крыш,,919.0,3,,689.0,10133,"г.Санкт-Петербург, Новочеркасский проспект, дом 45, корпус 2, литера А","59.927471266,30.411491731"
Боровая ул.,10,,А,Центральный,"3 комн., 4 комн.","1, 8","3, 32",Индивидуальный,1853,1965,3008.0,2257.4,456.6,5,4,71,,0.0,1,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","13, 5, 3","26, 15, 12",3,,,,970.0,07.12.2008,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,2012; 2012,Монтаж ИТП; Ремонт или замена системы отопления,,1449.0,,4,847.0,10134,"г.Санкт-Петербург, Боровая улица, дом 10, литера А","59.921440582,30.348850914"
Большая Пороховская ул.,15,1,А,Красногвардейский,"2 комн., 3 комн.","1, 2","2, 6",Индивидуальный,1917,,691.24,616.04,,1,4,30,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","7, 2","14, 6",,,,,793.0,07.12.2008,"ООО ""Жилкомсервис №1 Красногвардейского района""",0.0,2007; 2007; 2019,Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт или замена системы отопления,,298.0,,,248.0,10135,"г.Санкт-Петербург, Большая Пороховская улица, дом 15, корпус 1, литера А","59.952959055,30.413729034"
Заневский пр.,24/35,,А,Красногвардейский,"2 комн., 3 комн.","2, 1","4, 3",Индивидуальный,1961,,2853.58,2292.66,296.02,3,5,102,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","23, 12, 16","23, 24, 48",4,,,,1090.0,07.12.2008,"ООО ""Жилкомсервис №1 Красногвардейского района""",0.0,2004; 2009,Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления,,857.0,,3,660.0,10136,"г.Санкт-Петербург, Заневский проспект, дом 24/35, литера А","59.930117526,30.416220555"
"г. Ломоносов, Победы ул.",34,1,А,Петродворцовый,"2 комн., 3 комн.","3, 2","6, 6",тп-600-11,1987,,15909.3,14045.6,17.7,7,9,709,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн.","66, 60, 120","66, 120, 360",,1987,,,7517.5,08.02.2013,"ООО ""ЖКС г. Ломоносова""",0.0,2006; 2008; 2013; 2018,Ремонт конструкций и замена покрытий крыш; Герметизация горизонтальных и вертикальных стыков стеновых панелей; Расходы на изготовление проектно-сметной документации; Ремонт конструкций и замена покрытий крыш,7,,7,,2056.0,10137,"Санкт-Петербург, город Ломоносов, улица Победы, дом 34, корпус 1, литера А","59.897210906,29.768688993"
Конторская ул.,12,,А,Красногвардейский,7 комн.,3,27,Индивидуальный,1952,,1805.2,1268.6,64.0,3,3,95,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,,,,,,,,1600.0,10.02.2012,"ООО ""Жилкомсервис №2 Красногвардейского района""",0.0,,,,675.0,,,325.0,10138,"г.Санкт-Петербург, Конторская улица, дом 12, литера А","59.947060241,30.411292073"
Хасанская ул.,18,1,А,Красногвардейский,7 комн.,24,53,1 ЛГ-606М,1982,,16710.2,14165.0,20.0,7,9,655,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,7 комн.,220,511,3,1982,,,4309.0,10.02.2012,"ООО ""Жилкомсервис  №2 Красногвардейского района""",0.0,2008; 2009; 2009,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения,7,,7,7,1726.9,10139,"г.Санкт-Петербург, Хасанская улица, дом 18, корпус 1, литера А","59.936231366,30.491902728"
Димитрова ул.,18,2,А,Фрунзенский,"2 комн., 3 комн., 4 комн.","1, 2, 1","2, 6, 4",ЛГ-606-4,1972,,11059.2,9733.8,,4,9,491,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","68, 95, 38, 3","68, 190, 114, 12",,1973,2016,,5800.0,10.02.2012,"ООО ""Жилкомсервис № 3 Фрунзенского района""",0.0,2005; 2006; 2006; 2009; 2010; 2016,"Ремонт конструкций и замена покрытий крыш; Асфальтирование и замощение придомовой территории; Ремонт и восстановление озеленения; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Экспертиза лифтов; Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов",4,,4,4,,10140,"г.Санкт-Петербург, улица Димитрова, дом 18, корпус 2, литера А","59.850422947,30.387496159"
Крыленко ул.,29,1,Е,Невский,"2 комн., 4 комн.","6, 5","12, 20",1ЛГ-502,1969,,6898.4,6214.5,,9,5,358,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","106, 12, 5","212, 36, 20",,,,,14447.0,10.02.2012,"ООО ""Жилкомсервис № 1 Невского района""",0.0,2008; 2011,Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш,,,,9,1081.0,10141,"г.Санкт-Петербург, улица Крыленко, дом 29, корпус 1, литера Е","59.898018144,30.48295715"
Всеволода Вишневского ул.,7/20,,А,Кронштадтский,"2 комн., 3 комн., 4 комн., 5 комн.","3, 3, 3, 1","6, 9, 12, 5",Индивидуальный,1917,1951,2291.7,1932.9,0.0,4,3,107,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн., 5 комн.","4, 6, 2, 2","8, 18, 8, 10",,,,,666.0,12.04.2009,"ООО ""Жилкомсервис Кронштадтского района""",0.0,2007; 2013; 2014,Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Разные работы,,1249.0,,,941.0,10142,"Санкт-Петербург, город Кронштадт, улица Всеволода Вишневского, дом 7/20, литера А","59.997518724,29.763222158"
р. Карповки наб.,21,,А,Петроградский,"3 комн., 4 комн., 5 комн.","1, 2, 2","3, 8, 10",Индивидуальный,1897,1967,3058.0,1872.6,630.2,3,4,72,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн., 5 комн.","1, 9, 2, 2","2, 27, 8, 10",2,,,,1409.0,12.04.2009,"ООО ""Жилкомсервис № 1 Петроградского района""",0.0,2008; 2008; 2008; 2008,Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт фасадов без утепления,,1157.0,,2,333.4,10143,"г.Санкт-Петербург, набережная реки Карповки, дом 21, литера А","59.970063862,30.309670023"
Подвойского ул.,18,2,А,Невский,3 комн.,2,6,1-528КП82-1,1977,,6310.41,5625.94,0.0,1,16,184,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн.","46, 32, 30","46, 64, 90",,1977,,,5012.0,13.04.2009,"ООО ""Жилкомсервис № 1 Невского района""",0.0,2008; 2008,Благоустройство придомовой территории; Ремонт и восстановление озеленения,1,,2,1,287.8,10144,"г.Санкт-Петербург, улица Подвойского, дом 18, корпус 2, литера А","59.913235184,30.469384207"
Воскова ул.,8/5,,А,Петроградский,"3 комн., 4 комн., 5 комн., 6 комн., 7 комн.","5, 4, 5, 7, 2","15, 16, 25, 42, 14",Индивидуальный,1910,,5836.1,4713.7,469.5,6,6,234,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","4, 8, 8, 5","4, 16, 24, 20",6,1967,1980,,432.0,13.04.2009,"ООО ""Жилкомсервис № 1 Петроградского района""",0.0,1962; 1996; 2000; 2003; 2003; 2005; 2007; 2009; 2010; 2010; 2011; 2014; 2015,АВКР; Разные работы; Разные работы; Разные работы; Ремонт или восстановление внутридомовых инженерных систем; АВКР; Ремонт или замена системы отопления; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт фасадов без утепления; Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации; Ремонт или замена системы газоснабжения,,1234.6,2,,892.0,10145,"г.Санкт-Петербург, улица Воскова, дом 8/5, литера А","59.957945514,30.304483652"
Омская ул.,22,,А,Приморский,5 комн.,35,175,1 - 532 КП,1963,,3882.8,3541.2,,4,5,272,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 5 комн.","2, 1, 3","4, 3, 15",,,,,5169.0,13.04.2009,"ООО ""Жилкомсервис  №2 Приморского района""",0.0,2003,Ремонт конструкций и замена покрытий крыш,,,,4,1012.0,10146,"г.Санкт-Петербург, Омская улица, дом 22, литера А","59.996880227,30.313559567"
Народная ул.,14,,Д,Невский,3 комн.,2,6,ОД-4,1961,,3064.8,2753.2,,4,5,135,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","10, 40, 8","10, 80, 24",,,,,3798.0,14.12.2009,"ООО ""Жилкомсервис № 1 Невского района""",0.0,2010; 2011; 2011,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения,,,,4,556.0,10147,"г.Санкт-Петербург, Народная улица, дом 14, литера Д","59.881242582,30.462712725"
Демьяна Бедного ул.,24,3,А,Калининский,"2 комн., 3 комн.","1, 1","2, 3",1 ЛГ-502В-6,1972,,4879.8,4294.4,,6,5,220,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","59, 29","118, 87",,,,,2836.0,14.12.2009,ОАО «Сити Сервис»,0.0,2008; 2011,Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории,,,,6,1319.4,10148,"г.Санкт-Петербург, улица Демьяна Бедного, дом 24, корпус 3, литера А","60.045778102,30.386920693"
Макаренко пер.,9,,А,Адмиралтейский,"3 комн., 4 комн.","4, 2","12, 8",Индивидуальный,"1728, 1813, 1828",1971,2287.8,1536.41,437.39,3,5,69,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"3 комн., 4 комн.","10, 2","30, 8",4,,,,1393.0,16.03.2010,"ООО ""Жилкомсервис № 1 Адмиралтейского района""",0.0,,,,680.0,,4,,10149,"г.Санкт-Петербург, переулок Макаренко, дом 9, литера А","59.918734617,30.298064056"
Среднеохтинский пр.,2 в/17,,А,Красногвардейский,"2 комн., 3 комн.","6, 6","12, 18",Индивидуальный,1958,,10226.99,6871.36,1465.5,9,5,312,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","3, 51, 30, 10","3, 102, 90, 40",,1984,,,3649.0,16.03.2010,"ООО ""Жилкомсервис  №1 Красногвардейского района""",0.0,2007; 2007; 2010; 2010; 2010,Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения,,2865.0,1,7,1920.0,10150,"г.Санкт-Петербург, Среднеохтинский проспект, дом 2в/17, литера А","59.946341095,30.413085784"
Сердобольская ул.,73/27,,А,Приморский,"2 комн., 3 комн.","3, 6","6, 18",Индивидуальный,1958,,5634.7,4312.4,404.6,5,5,183,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","41, 14, 4","82, 42, 16",,,,,1366.0,16.03.2010,"ООО ""Жилкомсервис №2 Приморского района""",0.0,1996; 2011; 2012,Ремонт или восстановление внутридомовых инженерных систем; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения,,1679.0,,5,1435.0,10151,"г.Санкт-Петербург, Сердобольская улица, дом 73/27, литера А","59.984740454,30.313044577"
